created_at;entry_id;field1;field2;field3;field4;latitude;longitude;elevation;status
2026-03-27T08:44:00+07:00;2863;19.69;13.71;29.7;21.5;;;;
2026-03-27T08:44:17+07:00;2864;19.69;15.1;29.6;21.5;;;;
2026-03-27T08:44:33+07:00;2865;19.69;13.71;29.8;21.5;;;;
2026-03-27T08:45:04+07:00;2866;19.69;13.65;30;21.5;;;;
2026-03-27T08:45:20+07:00;2867;19.69;14.24;29.8;21.5;;;;
2026-03-27T08:45:49+07:00;2868;19.69;15.03;29.8;21.5;;;;
2026-03-27T08:46:18+07:00;2869;19.69;15.36;29.8;21.5;;;;
2026-03-27T08:46:47+07:00;2870;19.69;16.81;29.7;21.5;;;;
2026-03-27T08:47:04+07:00;2871;19.69;14.77;29.6;21.5;;;;
2026-03-27T08:47:33+07:00;2872;19.69;15.16;29.8;21.5;;;;
2026-03-27T08:48:02+07:00;2873;19.69;16.28;29.8;21.44;;;;
2026-03-27T08:48:17+07:00;2874;19.69;15.1;29.7;21.5;;;;
2026-03-27T08:48:33+07:00;2875;19.69;16.81;29.9;21.5;;;;
2026-03-27T08:48:54+07:00;2876;19.69;15.49;29.4;21.44;;;;
2026-03-27T08:49:10+07:00;2877;19.69;16.42;29.6;21.5;;;;
2026-03-27T08:49:39+07:00;2878;19.69;16.28;29.7;21.56;;;;
2026-03-27T08:50:10+07:00;2879;19.69;15.1;29.6;21.5;;;;
2026-03-27T08:50:26+07:00;2880;19.69;16.22;30;21.5;;;;
2026-03-27T08:50:55+07:00;2881;19.69;14.7;29.6;21.5;;;;
2026-03-27T08:51:10+07:00;2882;19.69;14.31;29.7;21.5;;;;
2026-03-27T08:51:39+07:00;2883;19.69;14.7;29.8;21.44;;;;
2026-03-27T08:52:10+07:00;2884;19.69;14.7;29.7;21.5;;;;
2026-03-27T08:52:40+07:00;2885;19.69;15.23;29.5;21.5;;;;
2026-03-27T08:53:09+07:00;2886;19.69;15.03;29.6;21.44;;;;
2026-03-27T08:53:42+07:00;2887;19.69;14.77;29.9;21.5;;;;
2026-03-27T08:53:58+07:00;2888;19.69;15.76;29.7;21.5;;;;
2026-03-27T08:54:27+07:00;2889;19.69;16.02;29.7;21.5;;;;
2026-03-27T08:54:43+07:00;2890;19.69;14.64;29.7;21.5;;;;
2026-03-27T08:54:59+07:00;2891;19.69;14.57;29.7;21.5;;;;
2026-03-27T08:55:28+07:00;2892;19.69;15.89;29.9;21.5;;;;
2026-03-27T08:55:59+07:00;2893;19.69;16.48;29.8;21.44;;;;
2026-03-27T08:56:15+07:00;2894;19.69;17.08;29.8;21.5;;;;
2026-03-27T08:56:44+07:00;2895;19.69;17.14;29.8;21.44;;;;
2026-03-27T08:57:01+07:00;2896;19.69;15.16;29.8;21.5;;;;
2026-03-27T08:57:31+07:00;2897;19.69;15.56;29.7;21.44;;;;
2026-03-27T08:57:47+07:00;2898;19.69;17.14;29.8;21.5;;;;
2026-03-27T08:58:18+07:00;2899;19.69;14.5;29.7;21.5;;;;
2026-03-27T08:58:47+07:00;2900;19.69;15.49;29.8;21.5;;;;
2026-03-27T08:59:18+07:00;2901;19.69;16.35;29.8;21.5;;;;
2026-03-27T08:59:34+07:00;2902;19.69;15.82;29.8;21.5;;;;
2026-03-27T08:59:51+07:00;2903;19.69;16.09;29.8;21.5;;;;
2026-03-27T09:00:07+07:00;2904;19.69;13.98;29.7;21.5;;;;
2026-03-27T09:00:24+07:00;2905;19.69;15.16;29.7;21.5;;;;
2026-03-27T09:00:40+07:00;2906;19.69;15.3;29.5;21.5;;;;
2026-03-27T09:02:09+07:00;2907;19.69;17.01;29.7;21.5;;;;
2026-03-27T09:02:25+07:00;2908;19.69;14.57;29.8;21.5;;;;
2026-03-27T09:02:54+07:00;2909;19.69;15.76;29.7;21.44;;;;
2026-03-27T09:03:11+07:00;2910;19.69;14.37;29.8;21.5;;;;
2026-03-27T09:03:27+07:00;2911;19.69;14.44;29.7;21.5;;;;
2026-03-27T09:03:56+07:00;2912;19.63;14.5;29.8;21.5;;;;
2026-03-27T09:04:25+07:00;2913;19.69;14.64;29.8;21.5;;;;
2026-03-27T09:05:13+07:00;2914;19.69;17.6;29.7;21.5;;;;
2026-03-27T09:05:45+07:00;2915;19.69;19.84;29.7;21.5;;;;
2026-03-27T09:06:01+07:00;2916;19.69;15.49;29.7;21.5;;;;
2026-03-27T09:06:31+07:00;2917;19.69;16.35;29.8;21.5;;;;
2026-03-27T09:07:05+07:00;2918;19.69;16.68;29.7;21.5;;;;
2026-03-27T09:07:22+07:00;2919;19.69;15.95;29.8;21.5;;;;
2026-03-27T09:07:52+07:00;2920;19.69;15.23;29.7;21.5;;;;
2026-03-27T09:08:21+07:00;2921;19.69;17.54;29.6;21.5;;;;
2026-03-27T09:08:50+07:00;2922;19.69;15.95;29.7;21.5;;;;
2026-03-27T09:09:19+07:00;2923;19.69;15.56;29.7;21.5;;;;
2026-03-27T09:09:36+07:00;2924;19.63;14.83;29.5;21.5;;;;
2026-03-27T09:10:07+07:00;2925;19.69;15.89;29.5;21.5;;;;
2026-03-27T09:10:35+07:00;2926;19.69;15.82;29.8;21.56;;;;
2026-03-27T09:11:04+07:00;2927;19.69;14.97;29.8;21.5;;;;
2026-03-27T09:11:21+07:00;2928;19.69;14.24;29.6;21.5;;;;
2026-03-27T09:11:51+07:00;2929;19.69;14.83;29.8;21.5;;;;
2026-03-27T09:12:22+07:00;2930;19.69;16.35;29.5;21.56;;;;
2026-03-27T09:13:07+07:00;2931;19.63;17.14;29.8;21.5;;;;
2026-03-27T09:13:36+07:00;2932;19.63;14.77;29.7;21.56;;;;
2026-03-27T09:14:51+07:00;2933;19.69;15.3;29.5;21.56;;;;
2026-03-27T09:15:21+07:00;2934;19.69;16.68;29.6;21.56;;;;
2026-03-27T09:15:53+07:00;2935;19.63;15.95;29.6;21.56;;;;
2026-03-27T09:16:11+07:00;2936;19.63;16.48;29.7;21.56;;;;
2026-03-27T09:16:28+07:00;2937;19.63;15.36;29.7;21.56;;;;
2026-03-27T09:16:44+07:00;2938;19.69;15.3;29.5;21.56;;;;
2026-03-27T09:17:02+07:00;2939;19.69;15.3;29.6;21.56;;;;
2026-03-27T09:17:23+07:00;2940;19.69;16.35;29.5;21.56;;;;
2026-03-27T09:17:40+07:00;2941;19.69;15.43;29.6;21.56;;;;
2026-03-27T09:17:56+07:00;2942;19.69;15.23;29.9;21.56;;;;
2026-03-27T09:18:12+07:00;2943;19.63;15.43;29.9;21.56;;;;
2026-03-27T09:18:41+07:00;2944;19.69;15.89;29.7;21.56;;;;
2026-03-27T09:19:12+07:00;2945;19.69;15.3;29.7;21.56;;;;
2026-03-27T09:19:29+07:00;2946;19.69;16.28;29.6;21.56;;;;
2026-03-27T09:19:46+07:00;2947;19.69;16.09;29.6;21.56;;;;
2026-03-27T09:20:18+07:00;2948;19.69;14.44;29.6;21.56;;;;
2026-03-27T09:20:48+07:00;2949;19.63;15.82;29.6;21.56;;;;
2026-03-27T09:21:04+07:00;2950;19.63;15.3;29.7;21.56;;;;
2026-03-27T09:21:20+07:00;2951;19.69;14.37;29.8;21.56;;;;
2026-03-27T09:21:41+07:00;2952;19.69;16.28;29.7;21.56;;;;
2026-03-27T09:21:57+07:00;2953;19.69;15.63;29.5;21.5;;;;
2026-03-27T09:22:28+07:00;2954;19.69;14.5;29.4;21.56;;;;
2026-03-27T09:23:01+07:00;2955;19.63;15.63;29.5;21.56;;;;
2026-03-27T09:23:30+07:00;2956;19.69;16.68;29.7;21.56;;;;
2026-03-27T09:23:48+07:00;2957;19.69;14.97;29.9;21.56;;;;
2026-03-27T09:24:17+07:00;2958;19.69;16.48;29.8;21.56;;;;
2026-03-27T09:24:46+07:00;2959;19.69;17.67;29.8;21.56;;;;
2026-03-27T09:25:01+07:00;2960;19.69;14.64;29.7;21.56;;;;
2026-03-27T09:25:30+07:00;2961;19.63;16.55;29.6;21.56;;;;
2026-03-27T09:26:00+07:00;2962;19.63;15.43;29.6;21.56;;;;
2026-03-27T09:26:17+07:00;2963;19.69;16.09;29.6;21.56;;;;
2026-03-27T09:26:46+07:00;2964;19.69;15.43;29.6;21.56;;;;
2026-03-27T09:27:02+07:00;2965;19.69;15.43;29.6;21.56;;;;
2026-03-27T09:27:33+07:00;2966;19.69;15.36;29.8;21.56;;;;
2026-03-27T09:27:51+07:00;2967;19.69;13.52;29.8;21.56;;;;
2026-03-27T09:28:20+07:00;2968;19.69;14.9;29.7;21.5;;;;
2026-03-27T09:28:49+07:00;2969;19.69;14.5;29.6;21.56;;;;
2026-03-27T09:29:20+07:00;2970;19.69;14.5;29.6;21.56;;;;
2026-03-27T09:29:51+07:00;2971;19.69;13.71;29.5;21.56;;;;
2026-03-27T09:30:08+07:00;2972;19.69;14.5;29.4;21.5;;;;
2026-03-27T09:30:37+07:00;2973;19.69;15.16;29.5;21.56;;;;
2026-03-27T09:30:55+07:00;2974;19.69;14.7;29.5;21.56;;;;
2026-03-27T09:31:11+07:00;2975;19.69;14.37;29.7;21.56;;;;
2026-03-27T09:31:27+07:00;2976;19.69;15.56;29.6;21.56;;;;
2026-03-27T09:31:44+07:00;2977;19.69;15.95;29.4;21.56;;;;
2026-03-27T09:32:28+07:00;2978;19.69;13.71;29.6;21.56;;;;
2026-03-27T09:32:44+07:00;2979;19.69;14.31;29.5;21.56;;;;
2026-03-27T09:33:14+07:00;2980;19.69;15.82;29.5;21.63;;;;
2026-03-27T09:33:45+07:00;2981;19.69;14.83;29.5;21.56;;;;
2026-03-27T09:34:14+07:00;2982;19.69;14.83;29.7;21.56;;;;
2026-03-27T09:34:46+07:00;2983;19.69;15.82;29.6;21.56;;;;
2026-03-27T09:35:15+07:00;2984;19.69;13.98;29.8;21.56;;;;
2026-03-27T09:35:44+07:00;2985;19.69;14.77;29.6;21.56;;;;
2026-03-27T09:36:13+07:00;2986;19.69;16.02;29.6;21.56;;;;
2026-03-27T09:36:29+07:00;2987;19.69;17.14;29.6;21.56;;;;
2026-03-27T09:36:46+07:00;2988;19.69;14.9;29.7;21.5;;;;
2026-03-27T09:37:17+07:00;2989;19.69;17.08;29.8;21.56;;;;
2026-03-27T09:37:46+07:00;2990;19.69;15.36;29.7;21.56;;;;
2026-03-27T09:38:02+07:00;2991;19.69;16.75;29.7;21.56;;;;
2026-03-27T09:38:31+07:00;2992;19.75;13.84;29.8;21.5;;;;
2026-03-27T09:39:01+07:00;2993;19.69;15.23;29.7;21.56;;;;
2026-03-27T09:39:30+07:00;2994;19.69;15.43;29.6;21.5;;;;
2026-03-27T09:39:59+07:00;2995;19.69;14.11;29.6;21.56;;;;
2026-03-27T09:40:37+07:00;2996;19.69;16.81;29.8;21.5;;;;
2026-03-27T09:40:54+07:00;2997;19.69;16.35;29.7;21.5;;;;
2026-03-27T09:41:11+07:00;2998;19.69;15.3;29.7;21.56;;;;
2026-03-27T09:41:41+07:00;2999;19.69;17.01;29.6;21.5;;;;
2026-03-27T09:42:10+07:00;3000;19.69;14.9;29.6;21.5;;;;
2026-03-27T09:42:27+07:00;3001;19.69;15.82;29.4;21.5;;;;
2026-03-27T09:43:03+07:00;3002;19.69;15.3;29.6;21.5;;;;
2026-03-27T09:43:33+07:00;3003;19.69;15.16;29.8;21.5;;;;
2026-03-27T09:43:49+07:00;3004;19.69;15.89;29.4;21.5;;;;
2026-03-27T09:44:20+07:00;3005;19.69;14.64;29.7;21.5;;;;
2026-03-27T09:44:35+07:00;3006;19.69;17.01;29.7;21.5;;;;
2026-03-27T09:44:53+07:00;3007;19.69;16.55;29.5;21.5;;;;
2026-03-27T09:45:12+07:00;3008;19.69;16.02;29.7;21.56;;;;
2026-03-27T09:45:29+07:00;3009;19.69;14.04;29.9;21.5;;;;
2026-03-27T09:45:58+07:00;3010;19.69;14.7;29.6;21.56;;;;
2026-03-27T09:46:14+07:00;3011;19.69;16.02;29.6;21.5;;;;
2026-03-27T09:46:48+07:00;3012;19.69;13.45;29.6;21.56;;;;
2026-03-27T09:47:06+07:00;3013;19.69;14.97;29.7;21.56;;;;
2026-03-27T09:47:35+07:00;3014;19.69;15.82;29.6;21.56;;;;
2026-03-27T09:47:52+07:00;3015;19.69;14.64;29.8;21.56;;;;
2026-03-27T09:48:09+07:00;3016;19.69;15.89;29.8;21.56;;;;
2026-03-27T09:48:40+07:00;3017;19.69;14.04;29.6;21.56;;;;
2026-03-27T09:49:09+07:00;3018;19.69;15.76;29.5;21.56;;;;
2026-03-27T09:49:38+07:00;3019;19.69;16.28;29.7;21.56;;;;
2026-03-27T09:50:13+07:00;3020;19.69;14.31;29.8;21.5;;;;
2026-03-27T09:50:33+07:00;3021;19.69;14.97;29.4;21.56;;;;
2026-03-27T09:51:02+07:00;3022;19.69;15.82;29.5;21.56;;;;
2026-03-27T09:51:19+07:00;3023;19.75;15.49;29.7;21.56;;;;
2026-03-27T09:51:35+07:00;3024;19.75;13.52;29.7;21.56;;;;
2026-03-27T09:52:06+07:00;3025;19.75;14.83;29.7;21.56;;;;
2026-03-27T09:52:35+07:00;3026;19.69;14.24;29.6;21.56;;;;
2026-03-27T09:52:51+07:00;3027;19.69;14.24;30;21.56;;;;
2026-03-27T09:53:20+07:00;3028;19.69;14.5;29.6;21.5;;;;
2026-03-27T09:53:55+07:00;3029;19.69;15.82;29.6;21.56;;;;
2026-03-27T09:54:26+07:00;3030;19.69;14.31;29.6;21.56;;;;
2026-03-27T09:54:55+07:00;3031;19.69;18;29.7;21.56;;;;
2026-03-27T09:55:25+07:00;3032;19.69;14.57;29.7;21.56;;;;
2026-03-27T09:55:54+07:00;3033;19.69;13.71;29.6;21.56;;;;
2026-03-27T09:56:10+07:00;3034;19.69;14.57;29.6;21.56;;;;
2026-03-27T09:56:31+07:00;3035;19.69;16.02;29.5;21.56;;;;
2026-03-27T09:57:01+07:00;3036;19.69;14.5;29.5;21.56;;;;
2026-03-27T09:57:33+07:00;3037;19.69;14.7;29.6;21.5;;;;
2026-03-27T09:58:04+07:00;3038;19.69;15.95;29.7;21.56;;;;
2026-03-27T09:58:35+07:00;3039;19.69;16.42;29.6;21.56;;;;
2026-03-27T09:58:51+07:00;3040;19.69;16.81;29.5;21.56;;;;
2026-03-27T09:59:08+07:00;3041;19.69;17.34;29.8;21.56;;;;
2026-03-27T09:59:39+07:00;3042;19.69;16.42;29.5;21.56;;;;
2026-03-27T10:00:08+07:00;3043;19.69;16.35;29.6;21.56;;;;
2026-03-27T10:00:40+07:00;3044;19.69;14.83;29.6;21.56;;;;
2026-03-27T10:00:57+07:00;3045;19.69;16.28;29.6;21.56;;;;
2026-03-27T10:01:26+07:00;3046;19.69;16.68;29.6;21.56;;;;
2026-03-27T10:01:55+07:00;3047;19.75;15.82;29.3;21.56;;;;
2026-03-27T10:02:26+07:00;3048;19.69;16.48;29.6;21.56;;;;
2026-03-27T10:02:42+07:00;3049;19.69;16.09;29.6;21.56;;;;
2026-03-27T10:02:58+07:00;3050;19.69;16.28;29.4;21.56;;;;
2026-03-27T10:03:14+07:00;3051;19.69;14.44;29.8;21.56;;;;
2026-03-27T10:03:45+07:00;3052;19.69;16.42;29.6;21.56;;;;
2026-03-27T10:04:14+07:00;3053;19.69;16.48;29.6;21.56;;;;
2026-03-27T10:04:43+07:00;3054;19.69;15.95;29.6;21.63;;;;
2026-03-27T10:05:14+07:00;3055;19.69;15.69;29.7;21.56;;;;
2026-03-27T10:05:43+07:00;3056;19.69;15.23;29.5;21.56;;;;
2026-03-27T10:06:12+07:00;3057;19.69;15.76;29.8;21.56;;;;
2026-03-27T10:06:29+07:00;3058;19.69;14.83;29.6;21.56;;;;
2026-03-27T10:07:00+07:00;3059;19.69;14.77;29.6;21.63;;;;
2026-03-27T10:07:17+07:00;3060;19.69;14.44;29.8;21.56;;;;
2026-03-27T10:07:33+07:00;3061;19.69;14.64;29.7;21.56;;;;
2026-03-27T10:08:04+07:00;3062;19.69;15.49;30.1;21.56;;;;
2026-03-27T10:08:19+07:00;3063;19.69;13.38;29.8;21.56;;;;
2026-03-27T10:08:49+07:00;3064;19.69;15.56;29.7;21.56;;;;
2026-03-27T10:09:17+07:00;3065;19.69;15.1;29.7;21.63;;;;
2026-03-27T10:09:34+07:00;3066;19.69;16.35;29.4;21.56;;;;
2026-03-27T10:10:03+07:00;3067;19.69;16.48;29.5;21.56;;;;
2026-03-27T10:10:32+07:00;3068;19.69;14.9;29.5;21.56;;;;
2026-03-27T10:10:48+07:00;3069;19.69;16.28;29.8;21.56;;;;
2026-03-27T10:11:17+07:00;3070;19.69;14.97;29.6;21.56;;;;
2026-03-27T10:11:46+07:00;3071;19.75;16.15;29.6;21.56;;;;
2026-03-27T10:12:21+07:00;3072;19.69;15.36;29.5;21.56;;;;
2026-03-27T10:12:50+07:00;3073;19.69;15.76;29.7;21.56;;;;
2026-03-27T10:13:19+07:00;3074;19.69;15.76;29.7;21.56;;;;
2026-03-27T10:13:48+07:00;3075;19.69;16.61;29.8;21.56;;;;
2026-03-27T10:14:04+07:00;3076;19.69;15.49;29.6;21.56;;;;
2026-03-27T10:14:33+07:00;3077;19.69;15.23;29.5;21.56;;;;
2026-03-27T10:14:49+07:00;3078;19.75;18.13;29.7;21.56;;;;
2026-03-27T10:15:18+07:00;3079;19.69;14.24;29.5;21.56;;;;
2026-03-27T10:15:48+07:00;3080;19.69;16.15;29.6;21.56;;;;
2026-03-27T10:16:24+07:00;3081;19.69;12.66;29.8;21.56;;;;
2026-03-27T10:16:40+07:00;3082;19.69;15.03;29.6;21.56;;;;
2026-03-27T10:17:09+07:00;3083;19.69;14.97;29.5;21.63;;;;
2026-03-27T10:17:38+07:00;3084;19.69;14.64;29.7;21.63;;;;
2026-03-27T10:18:07+07:00;3085;19.69;15.23;29.4;21.63;;;;
2026-03-27T10:18:36+07:00;3086;19.69;15.95;29.7;21.63;;;;
2026-03-27T10:18:54+07:00;3087;19.75;15.69;29.4;21.63;;;;
2026-03-27T10:19:22+07:00;3088;19.75;15.56;29.5;21.63;;;;
2026-03-27T10:19:51+07:00;3089;19.75;16.88;29.7;21.63;;;;
2026-03-27T10:20:20+07:00;3090;19.69;14.97;29.6;21.63;;;;
2026-03-27T10:20:49+07:00;3091;19.75;15.95;29.4;21.63;;;;
2026-03-27T10:21:06+07:00;3092;19.69;12.86;29.5;21.63;;;;
2026-03-27T10:21:22+07:00;3093;19.75;16.28;29.6;21.56;;;;
2026-03-27T10:21:53+07:00;3094;19.69;16.35;29.7;21.56;;;;
2026-03-27T10:22:21+07:00;3095;19.69;17.54;29.7;21.56;;;;
2026-03-27T10:22:51+07:00;3096;19.75;18.53;29.4;21.56;;;;
2026-03-27T10:23:19+07:00;3097;19.69;17.08;29.6;21.63;;;;
2026-03-27T10:23:48+07:00;3098;19.69;15.95;29.5;21.56;;;;
2026-03-27T10:24:19+07:00;3099;19.69;15.36;29.5;21.56;;;;
2026-03-27T10:24:50+07:00;3100;19.69;15.36;29.5;21.56;;;;
2026-03-27T10:25:05+07:00;3101;19.69;15.23;29.6;21.56;;;;
2026-03-27T10:25:36+07:00;3102;19.69;17.87;29.8;21.56;;;;
2026-03-27T10:26:07+07:00;3103;19.69;18.46;29.7;21.56;;;;
2026-03-27T10:26:36+07:00;3104;19.69;15.16;29.6;21.56;;;;
2026-03-27T10:27:07+07:00;3105;19.69;16.02;29.5;21.56;;;;
2026-03-27T10:27:36+07:00;3106;19.75;15.3;29.7;21.56;;;;
2026-03-27T10:28:07+07:00;3107;19.69;14.9;29.8;21.63;;;;
2026-03-27T10:28:36+07:00;3108;19.69;15.43;29.5;21.56;;;;
2026-03-27T10:28:52+07:00;3109;19.75;14.7;29.5;21.63;;;;
2026-03-27T10:29:21+07:00;3110;19.69;14.17;29.7;21.63;;;;
2026-03-27T10:29:50+07:00;3111;19.75;15.16;29.4;21.56;;;;
2026-03-27T10:30:05+07:00;3112;19.69;15.56;29.7;21.63;;;;
2026-03-27T10:30:36+07:00;3113;19.69;14.04;29.7;21.63;;;;
2026-03-27T10:31:05+07:00;3114;19.69;15.56;29.4;21.63;;;;
2026-03-27T10:31:21+07:00;3115;19.69;14.83;29.4;21.63;;;;
2026-03-27T10:31:50+07:00;3116;19.69;14.57;29.5;21.63;;;;
2026-03-27T10:32:19+07:00;3117;19.69;15.36;29.5;21.63;;;;
2026-03-27T10:32:36+07:00;3118;19.75;14.44;29.6;21.63;;;;
2026-03-27T10:33:05+07:00;3119;19.69;15.03;29.7;21.63;;;;
2026-03-27T10:33:36+07:00;3120;19.69;15.69;29.5;21.63;;;;
2026-03-27T10:33:52+07:00;3121;19.69;15.89;29.5;21.63;;;;
2026-03-27T10:34:09+07:00;3122;19.69;15.95;29.5;21.63;;;;
2026-03-27T10:34:37+07:00;3123;19.69;16.61;29.6;21.63;;;;
2026-03-27T10:35:06+07:00;3124;19.75;13.84;29.5;21.63;;;;
2026-03-27T10:35:35+07:00;3125;19.69;15.49;29.4;21.63;;;;
2026-03-27T10:36:04+07:00;3126;19.75;14.9;29.4;21.63;;;;
2026-03-27T10:36:35+07:00;3127;19.75;14.11;29.6;21.63;;;;
2026-03-27T10:37:04+07:00;3128;19.75;13.78;29.5;21.63;;;;
2026-03-27T10:37:33+07:00;3129;19.75;15.63;29.6;21.63;;;;
2026-03-27T10:38:02+07:00;3130;19.75;14.9;29.6;21.69;;;;
2026-03-27T10:38:34+07:00;3131;19.69;16.61;29.5;21.63;;;;
2026-03-27T10:38:50+07:00;3132;19.69;14.17;29.5;21.63;;;;
2026-03-27T10:39:19+07:00;3133;19.69;15.03;29.6;21.63;;;;
2026-03-27T10:39:50+07:00;3134;19.69;16.09;29.7;21.63;;;;
2026-03-27T10:40:19+07:00;3135;19.75;15.69;29.4;21.63;;;;
2026-03-27T10:40:48+07:00;3136;19.69;16.42;29.6;21.63;;;;
2026-03-27T10:41:04+07:00;3137;19.69;17.08;29.4;21.63;;;;
2026-03-27T10:41:35+07:00;3138;19.75;15.95;29.5;21.63;;;;
2026-03-27T10:42:04+07:00;3139;19.75;15.1;29.6;21.56;;;;
2026-03-27T10:42:35+07:00;3140;19.69;16.15;29.6;21.56;;;;
2026-03-27T10:42:51+07:00;3141;19.75;15.1;29.4;21.56;;;;
2026-03-27T10:43:21+07:00;3142;19.69;18.46;29.7;21.63;;;;
2026-03-27T10:43:37+07:00;3143;19.69;14.31;29.5;21.63;;;;
2026-03-27T10:43:53+07:00;3144;19.75;15.3;29.5;21.56;;;;
2026-03-27T10:44:23+07:00;3145;19.75;17.08;29.5;21.56;;;;
2026-03-27T10:44:52+07:00;3146;19.69;16.42;29.7;21.56;;;;
2026-03-27T10:45:21+07:00;3147;19.75;15.63;29.6;21.56;;;;
2026-03-27T10:45:50+07:00;3148;19.75;14.17;29.6;21.56;;;;
2026-03-27T10:46:07+07:00;3149;19.75;15.95;29.5;21.56;;;;
2026-03-27T10:46:23+07:00;3150;19.75;14.97;29.7;21.56;;;;
2026-03-27T10:46:41+07:00;3151;19.75;13.78;29.7;21.56;;;;
2026-03-27T10:47:10+07:00;3152;19.69;16.94;29.4;21.63;;;;
2026-03-27T10:47:26+07:00;3153;19.69;15.03;29.6;21.63;;;;
2026-03-27T10:47:44+07:00;3154;19.75;15.49;29.7;21.63;;;;
2026-03-27T10:48:01+07:00;3155;19.69;14.64;29.6;21.63;;;;
2026-03-27T10:48:17+07:00;3156;19.69;14.7;29.6;21.56;;;;
2026-03-27T10:48:47+07:00;3157;19.75;15.63;29.6;21.63;;;;
2026-03-27T10:49:18+07:00;3158;19.75;15.69;29.7;21.56;;;;
2026-03-27T10:49:48+07:00;3159;19.75;16.35;29.7;21.63;;;;
2026-03-27T10:50:17+07:00;3160;19.75;19.51;29.6;21.56;;;;
2026-03-27T10:50:46+07:00;3161;19.75;16.88;29.7;21.63;;;;
2026-03-27T10:51:03+07:00;3162;19.75;16.28;29.6;21.63;;;;
2026-03-27T10:51:32+07:00;3163;19.75;16.68;29.6;21.63;;;;
2026-03-27T10:52:01+07:00;3164;19.75;18.13;29.4;21.63;;;;
2026-03-27T10:52:18+07:00;3165;19.75;16.28;29.7;21.63;;;;
2026-03-27T10:52:47+07:00;3166;19.75;14.57;29.6;21.63;;;;
2026-03-27T10:53:41+07:00;3167;19.75;16.28;29.5;21.63;;;;
2026-03-27T10:54:11+07:00;3168;19.75;14.44;29.7;21.63;;;;
2026-03-27T10:55:41+07:00;3169;19.75;14.83;29.5;21.56;;;;
2026-03-27T10:55:58+07:00;3170;19.75;16.75;29.6;21.63;;;;
2026-03-27T10:56:29+07:00;3171;19.75;15.23;29.5;21.63;;;;
2026-03-27T10:56:58+07:00;3172;19.75;16.09;29.6;21.63;;;;
2026-03-27T10:57:15+07:00;3173;19.75;15.36;29.6;21.63;;;;
2026-03-27T10:57:31+07:00;3174;19.69;16.28;29.5;21.63;;;;
2026-03-27T10:58:00+07:00;3175;19.75;15.23;29.6;21.63;;;;
2026-03-27T10:58:29+07:00;3176;19.75;15.23;29.7;21.63;;;;
2026-03-27T10:59:00+07:00;3177;19.75;16.22;29.6;21.56;;;;
2026-03-27T10:59:51+07:00;3178;19.75;15.03;29.4;21.63;;;;
2026-03-27T11:00:06+07:00;3179;19.75;16.02;29.8;21.63;;;;
2026-03-27T11:00:35+07:00;3180;19.75;15.3;29.5;21.63;;;;
2026-03-27T11:01:05+07:00;3181;19.75;17.93;29.5;21.63;;;;
2026-03-27T11:01:34+07:00;3182;19.75;15.36;29.6;21.63;;;;
2026-03-27T11:02:04+07:00;3183;19.75;15.76;29.5;21.63;;;;
2026-03-27T11:02:33+07:00;3184;19.75;15.23;29.5;21.63;;;;
2026-03-27T11:02:49+07:00;3185;19.75;16.55;29.4;21.63;;;;
2026-03-27T11:03:06+07:00;3186;19.75;15.43;29.4;21.63;;;;
2026-03-27T11:03:35+07:00;3187;19.75;14.44;29.4;21.63;;;;
2026-03-27T11:03:52+07:00;3188;19.75;13.78;29.6;21.63;;;;
2026-03-27T11:04:08+07:00;3189;19.75;14.44;29.6;21.63;;;;
2026-03-27T11:04:25+07:00;3190;19.75;15.03;29.5;21.63;;;;
2026-03-27T11:04:41+07:00;3191;19.75;17.01;29.6;21.63;;;;
2026-03-27T11:05:15+07:00;3192;19.69;15.49;29.6;21.63;;;;
2026-03-27T11:05:44+07:00;3193;19.75;15.1;29.9;21.63;;;;
2026-03-27T11:06:04+07:00;3194;19.75;16.09;29.6;21.56;;;;
2026-03-27T11:06:35+07:00;3195;19.75;18.2;29.5;21.63;;;;
2026-03-27T11:06:51+07:00;3196;19.75;15.3;29.5;21.63;;;;
2026-03-27T11:07:07+07:00;3197;19.75;14.83;29.9;21.63;;;;
2026-03-27T11:07:38+07:00;3198;19.75;15.03;29.9;21.63;;;;
2026-03-27T11:08:08+07:00;3199;19.69;17.41;29.8;21.63;;;;
2026-03-27T11:08:37+07:00;3200;19.75;16.48;29.6;21.63;;;;
2026-03-27T11:08:54+07:00;3201;19.69;16.35;29.5;21.63;;;;
2026-03-27T11:09:23+07:00;3202;19.75;15.76;29.6;21.63;;;;
2026-03-27T11:09:39+07:00;3203;19.75;16.28;29.6;21.63;;;;
2026-03-27T11:10:10+07:00;3204;19.75;16.09;29.7;21.63;;;;
2026-03-27T11:10:27+07:00;3205;19.75;16.48;29.8;21.63;;;;
2026-03-27T11:10:42+07:00;3206;19.75;15.49;29.5;21.63;;;;
2026-03-27T11:10:57+07:00;3207;19.75;15.63;29.5;21.63;;;;
2026-03-27T11:11:26+07:00;3208;19.75;14.57;29.5;21.63;;;;
2026-03-27T11:11:55+07:00;3209;19.75;15.63;29.5;21.63;;;;
2026-03-27T11:12:12+07:00;3210;19.75;16.88;29.5;21.69;;;;
2026-03-27T11:12:43+07:00;3211;19.75;15.3;29.6;21.63;;;;
